tradeDate,nextTradeDate,next2TradeDate,IF_contract
20100303,20100304,20100305,IF1003
20100304,20100305,20100308,IF1003
20100305,20100308,20100309,IF1003
20100308,20100309,20100310,IF1003
20100309,20100310,20100311,IF1003
20100310,20100311,20100312,IF1003
20100311,20100312,20100315,IF1003
20100312,20100315,20100316,IF1003
20100315,20100316,20100317,IF1004
20100316,20100317,20100318,IF1004
20100317,20100318,20100319,IF1004
20100318,20100319,20100322,IF1004
20100319,20100322,20100323,IF1004
20100322,20100323,20100324,IF1004
20100323,20100324,20100325,IF1004
20100324,20100325,20100326,IF1004
20100325,20100326,20100329,IF1004
20100326,20100329,20100330,IF1004
20100329,20100330,20100331,IF1004
20100330,20100331,20100401,IF1004
20100331,20100401,20100402,IF1004
20100401,20100402,20100406,IF1004
20100402,20100406,20100407,IF1004
20100406,20100407,20100408,IF1004
20100407,20100408,20100409,IF1004
20100408,20100409,20100412,IF1004
20100409,20100412,20100413,IF1004
20100412,20100413,20100414,IF1004
20100413,20100414,20100415,IF1004
20100414,20100415,20100416,IF1004
20100415,20100416,20100419,IF1005
20100416,20100419,20100420,IF1005
20100419,20100420,20100421,IF1005
20100420,20100421,20100422,IF1005
20100421,20100422,20100423,IF1005
20100422,20100423,20100426,IF1005
20100423,20100426,20100427,IF1005
20100426,20100427,20100428,IF1005
20100427,20100428,20100429,IF1005
20100428,20100429,20100430,IF1005
20100429,20100430,20100504,IF1005
20100430,20100504,20100505,IF1005
20100504,20100505,20100506,IF1005
20100505,20100506,20100507,IF1005
20100506,20100507,20100510,IF1005
20100507,20100510,20100511,IF1005
20100510,20100511,20100512,IF1005
20100511,20100512,20100513,IF1005
20100512,20100513,20100514,IF1005
20100513,20100514,20100517,IF1005
20100514,20100517,20100518,IF1005
20100517,20100518,20100519,IF1006
20100518,20100519,20100520,IF1006
20100519,20100520,20100521,IF1006
20100520,20100521,20100524,IF1006
20100521,20100524,20100525,IF1006
20100524,20100525,20100526,IF1006
20100525,20100526,20100527,IF1006
20100526,20100527,20100528,IF1006
20100527,20100528,20100531,IF1006
20100528,20100531,20100601,IF1006
20100531,20100601,20100602,IF1006
20100601,20100602,20100603,IF1006
20100602,20100603,20100604,IF1006
20100603,20100604,20100607,IF1006
20100604,20100607,20100608,IF1006
20100607,20100608,20100609,IF1006
20100608,20100609,20100610,IF1006
20100609,20100610,20100611,IF1006
20100610,20100611,20100617,IF1006
20100611,20100617,20100618,IF1006
20100617,20100618,20100621,IF1007
20100618,20100621,20100622,IF1007
20100621,20100622,20100623,IF1007
20100622,20100623,20100624,IF1007
20100623,20100624,20100625,IF1007
20100624,20100625,20100628,IF1007
20100625,20100628,20100629,IF1007
20100628,20100629,20100630,IF1007
20100629,20100630,20100701,IF1007
20100630,20100701,20100702,IF1007
20100701,20100702,20100705,IF1007
20100702,20100705,20100706,IF1007
20100705,20100706,20100707,IF1007
20100706,20100707,20100708,IF1007
20100707,20100708,20100709,IF1007
20100708,20100709,20100712,IF1007
20100709,20100712,20100713,IF1007
20100712,20100713,20100714,IF1007
20100713,20100714,20100715,IF1007
20100714,20100715,20100716,IF1007
20100715,20100716,20100719,IF1008
20100716,20100719,20100720,IF1008
20100719,20100720,20100721,IF1008
20100720,20100721,20100722,IF1008
20100721,20100722,20100723,IF1008
20100722,20100723,20100726,IF1008
20100723,20100726,20100727,IF1008
20100726,20100727,20100728,IF1008
20100727,20100728,20100729,IF1008
20100728,20100729,20100730,IF1008
20100729,20100730,20100802,IF1008
20100730,20100802,20100803,IF1008
20100802,20100803,20100804,IF1008
20100803,20100804,20100805,IF1008
20100804,20100805,20100806,IF1008
20100805,20100806,20100809,IF1008
20100806,20100809,20100810,IF1008
20100809,20100810,20100811,IF1008
20100810,20100811,20100812,IF1008
20100811,20100812,20100813,IF1008
20100812,20100813,20100816,IF1008
20100813,20100816,20100817,IF1008
20100816,20100817,20100818,IF1009
20100817,20100818,20100819,IF1009
20100818,20100819,20100820,IF1009
20100819,20100820,20100823,IF1009
20100820,20100823,20100824,IF1009
20100823,20100824,20100825,IF1009
20100824,20100825,20100826,IF1009
20100825,20100826,20100827,IF1009
20100826,20100827,20100830,IF1009
20100827,20100830,20100831,IF1009
20100830,20100831,20100901,IF1009
20100831,20100901,20100902,IF1009
20100901,20100902,20100903,IF1009
20100902,20100903,20100906,IF1009
20100903,20100906,20100907,IF1009
20100906,20100907,20100908,IF1009
20100907,20100908,20100909,IF1009
20100908,20100909,20100910,IF1009
20100909,20100910,20100913,IF1009
20100910,20100913,20100914,IF1009
20100913,20100914,20100915,IF1009
20100914,20100915,20100916,IF1009
20100915,20100916,20100917,IF1010
20100916,20100917,20100920,IF1010
20100917,20100920,20100921,IF1010
20100920,20100921,20100927,IF1010
20100921,20100927,20100928,IF1010
20100927,20100928,20100929,IF1010
20100928,20100929,20100930,IF1010
20100929,20100930,20101008,IF1010
20100930,20101008,20101011,IF1010
20101008,20101011,20101012,IF1010
20101011,20101012,20101013,IF1010
20101012,20101013,20101014,IF1010
20101013,20101014,20101015,IF1010
20101014,20101015,20101018,IF1010
20101015,20101018,20101019,IF1011
20101018,20101019,20101020,IF1011
20101019,20101020,20101021,IF1011
20101020,20101021,20101022,IF1011
20101021,20101022,20101025,IF1011
20101022,20101025,20101026,IF1011
20101025,20101026,20101027,IF1011
20101026,20101027,20101028,IF1011
20101027,20101028,20101029,IF1011
20101028,20101029,20101101,IF1011
20101029,20101101,20101102,IF1011
20101101,20101102,20101103,IF1011
20101102,20101103,20101104,IF1011
20101103,20101104,20101105,IF1011
20101104,20101105,20101108,IF1011
20101105,20101108,20101109,IF1011
20101108,20101109,20101110,IF1011
20101109,20101110,20101111,IF1011
20101110,20101111,20101112,IF1011
20101111,20101112,20101115,IF1011
20101112,20101115,20101116,IF1011
20101115,20101116,20101117,IF1012
20101116,20101117,20101118,IF1012
20101117,20101118,20101119,IF1012
20101118,20101119,20101122,IF1012
20101119,20101122,20101123,IF1012
20101122,20101123,20101124,IF1012
20101123,20101124,20101125,IF1012
20101124,20101125,20101126,IF1012
20101125,20101126,20101129,IF1012
20101126,20101129,20101130,IF1012
20101129,20101130,20101201,IF1012
20101130,20101201,20101202,IF1012
20101201,20101202,20101203,IF1012
20101202,20101203,20101206,IF1012
20101203,20101206,20101207,IF1012
20101206,20101207,20101208,IF1012
20101207,20101208,20101209,IF1012
20101208,20101209,20101210,IF1012
20101209,20101210,20101213,IF1012
20101210,20101213,20101214,IF1012
20101213,20101214,20101215,IF1012
20101214,20101215,20101216,IF1012
20101215,20101216,20101217,IF1101
20101216,20101217,20101220,IF1101
20101217,20101220,20101221,IF1101
20101220,20101221,20101222,IF1101
20101221,20101222,20101223,IF1101
20101222,20101223,20101224,IF1101
20101223,20101224,20101227,IF1101
20101224,20101227,20101228,IF1101
20101227,20101228,20101229,IF1101
20101228,20101229,20101230,IF1101
20101229,20101230,20101231,IF1101
20101230,20101231,20110104,IF1101
20101231,20110104,20110105,IF1101
20110104,20110105,20110106,IF1101
20110105,20110106,20110107,IF1101
20110106,20110107,20110110,IF1101
20110107,20110110,20110111,IF1101
20110110,20110111,20110112,IF1101
20110111,20110112,20110113,IF1101
20110112,20110113,20110114,IF1101
20110113,20110114,20110117,IF1101
20110114,20110117,20110118,IF1101
20110117,20110118,20110119,IF1102
20110118,20110119,20110120,IF1102
20110119,20110120,20110121,IF1102
20110120,20110121,20110124,IF1102
20110121,20110124,20110125,IF1102
20110124,20110125,20110126,IF1102
20110125,20110126,20110127,IF1102
20110126,20110127,20110128,IF1102
20110127,20110128,20110131,IF1102
20110128,20110131,20110201,IF1102
20110131,20110201,20110209,IF1102
20110201,20110209,20110210,IF1102
20110209,20110210,20110211,IF1102
20110210,20110211,20110214,IF1102
20110211,20110214,20110215,IF1102
20110214,20110215,20110216,IF1102
20110215,20110216,20110217,IF1103
20110216,20110217,20110218,IF1103
20110217,20110218,20110221,IF1103
20110218,20110221,20110222,IF1103
20110221,20110222,20110223,IF1103
20110222,20110223,20110224,IF1103
20110223,20110224,20110225,IF1103
20110224,20110225,20110228,IF1103
20110225,20110228,20110301,IF1103
20110228,20110301,20110302,IF1103
20110301,20110302,20110303,IF1103
20110302,20110303,20110304,IF1103
20110303,20110304,20110307,IF1103
20110304,20110307,20110308,IF1103
20110307,20110308,20110309,IF1103
20110308,20110309,20110310,IF1103
20110309,20110310,20110311,IF1103
20110310,20110311,20110314,IF1103
20110311,20110314,20110315,IF1103
20110314,20110315,20110316,IF1103
20110315,20110316,20110317,IF1104
20110316,20110317,20110318,IF1104
20110317,20110318,20110321,IF1104
20110318,20110321,20110322,IF1104
20110321,20110322,20110323,IF1104
20110322,20110323,20110324,IF1104
20110323,20110324,20110325,IF1104
20110324,20110325,20110328,IF1104
20110325,20110328,20110329,IF1104
20110328,20110329,20110330,IF1104
20110329,20110330,20110331,IF1104
20110330,20110331,20110401,IF1104
20110331,20110401,20110406,IF1104
20110401,20110406,20110407,IF1104
20110406,20110407,20110408,IF1104
20110407,20110408,20110411,IF1104
20110408,20110411,20110412,IF1104
20110411,20110412,20110413,IF1104
20110412,20110413,20110414,IF1104
20110413,20110414,20110415,IF1104
20110414,20110415,20110418,IF1104
20110415,20110418,20110419,IF1105
20110418,20110419,20110420,IF1105
20110419,20110420,20110421,IF1105
20110420,20110421,20110422,IF1105
20110421,20110422,20110425,IF1105
20110422,20110425,20110426,IF1105
20110425,20110426,20110427,IF1105
20110426,20110427,20110428,IF1105
20110427,20110428,20110429,IF1105
20110428,20110429,20110503,IF1105
20110429,20110503,20110504,IF1105
20110503,20110504,20110505,IF1105
20110504,20110505,20110506,IF1105
20110505,20110506,20110509,IF1105
20110506,20110509,20110510,IF1105
20110509,20110510,20110511,IF1105
20110510,20110511,20110512,IF1105
20110511,20110512,20110513,IF1105
20110512,20110513,20110516,IF1105
20110513,20110516,20110517,IF1105
20110516,20110517,20110518,IF1106
20110517,20110518,20110519,IF1106
20110518,20110519,20110520,IF1106
20110519,20110520,20110523,IF1106
20110520,20110523,20110524,IF1106
20110523,20110524,20110525,IF1106
20110524,20110525,20110526,IF1106
20110525,20110526,20110527,IF1106
20110526,20110527,20110530,IF1106
20110527,20110530,20110531,IF1106
20110530,20110531,20110601,IF1106
20110531,20110601,20110602,IF1106
20110601,20110602,20110603,IF1106
20110602,20110603,20110607,IF1106
20110603,20110607,20110608,IF1106
20110607,20110608,20110609,IF1106
20110608,20110609,20110610,IF1106
20110609,20110610,20110613,IF1106
20110610,20110613,20110614,IF1106
20110613,20110614,20110615,IF1106
20110614,20110615,20110616,IF1106
20110615,20110616,20110617,IF1107
20110616,20110617,20110620,IF1107
20110617,20110620,20110621,IF1107
20110620,20110621,20110622,IF1107
20110621,20110622,20110623,IF1107
20110622,20110623,20110624,IF1107
20110623,20110624,20110627,IF1107
20110624,20110627,20110628,IF1107
20110627,20110628,20110629,IF1107
20110628,20110629,20110630,IF1107
20110629,20110630,20110701,IF1107
20110630,20110701,20110704,IF1107
20110701,20110704,20110705,IF1107
20110704,20110705,20110706,IF1107
20110705,20110706,20110707,IF1107
20110706,20110707,20110708,IF1107
20110707,20110708,20110711,IF1107
20110708,20110711,20110712,IF1107
20110711,20110712,20110713,IF1107
20110712,20110713,20110714,IF1107
20110713,20110714,20110715,IF1107
20110714,20110715,20110718,IF1107
20110715,20110718,20110719,IF1108
20110718,20110719,20110720,IF1108
20110719,20110720,20110721,IF1108
20110720,20110721,20110722,IF1108
20110721,20110722,20110725,IF1108
20110722,20110725,20110726,IF1108
20110725,20110726,20110727,IF1108
20110726,20110727,20110728,IF1108
20110727,20110728,20110729,IF1108
20110728,20110729,20110801,IF1108
20110729,20110801,20110802,IF1108
20110801,20110802,20110803,IF1108
20110802,20110803,20110804,IF1108
20110803,20110804,20110805,IF1108
20110804,20110805,20110808,IF1108
20110805,20110808,20110809,IF1108
20110808,20110809,20110810,IF1108
20110809,20110810,20110811,IF1108
20110810,20110811,20110812,IF1108
20110811,20110812,20110815,IF1108
20110812,20110815,20110816,IF1108
20110815,20110816,20110817,IF1109
20110816,20110817,20110818,IF1109
20110817,20110818,20110819,IF1109
20110818,20110819,20110822,IF1109
20110819,20110822,20110823,IF1109
20110822,20110823,20110824,IF1109
20110823,20110824,20110825,IF1109
20110824,20110825,20110826,IF1109
20110825,20110826,20110829,IF1109
20110826,20110829,20110830,IF1109
20110829,20110830,20110831,IF1109
20110830,20110831,20110901,IF1109
20110831,20110901,20110902,IF1109
20110901,20110902,20110905,IF1109
20110902,20110905,20110906,IF1109
20110905,20110906,20110907,IF1109
20110906,20110907,20110908,IF1109
20110907,20110908,20110909,IF1109
20110908,20110909,20110913,IF1109
20110909,20110913,20110914,IF1109
20110913,20110914,20110915,IF1109
20110914,20110915,20110916,IF1109
20110915,20110916,20110919,IF1110
20110916,20110919,20110920,IF1110
20110919,20110920,20110921,IF1110
20110920,20110921,20110922,IF1110
20110921,20110922,20110923,IF1110
20110922,20110923,20110926,IF1110
20110923,20110926,20110927,IF1110
20110926,20110927,20110928,IF1110
20110927,20110928,20110929,IF1110
20110928,20110929,20110930,IF1110
20110929,20110930,20111010,IF1110
20110930,20111010,20111011,IF1110
20111010,20111011,20111012,IF1110
20111011,20111012,20111013,IF1110
20111012,20111013,20111014,IF1110
20111013,20111014,20111017,IF1110
20111014,20111017,20111018,IF1110
20111017,20111018,20111019,IF1111
20111018,20111019,20111020,IF1111
20111019,20111020,20111021,IF1111
20111020,20111021,20111024,IF1111
20111021,20111024,20111025,IF1111
20111024,20111025,20111026,IF1111
20111025,20111026,20111027,IF1111
20111026,20111027,20111028,IF1111
20111027,20111028,20111031,IF1111
20111028,20111031,20111101,IF1111
20111031,20111101,20111102,IF1111
20111101,20111102,20111103,IF1111
20111102,20111103,20111104,IF1111
20111103,20111104,20111107,IF1111
20111104,20111107,20111108,IF1111
20111107,20111108,20111109,IF1111
20111108,20111109,20111110,IF1111
20111109,20111110,20111111,IF1111
20111110,20111111,20111114,IF1111
20111111,20111114,20111115,IF1111
20111114,20111115,20111116,IF1111
20111115,20111116,20111117,IF1112
20111116,20111117,20111118,IF1112
20111117,20111118,20111121,IF1112
20111118,20111121,20111122,IF1112
20111121,20111122,20111123,IF1112
20111122,20111123,20111124,IF1112
20111123,20111124,20111125,IF1112
20111124,20111125,20111128,IF1112
20111125,20111128,20111129,IF1112
20111128,20111129,20111130,IF1112
20111129,20111130,20111201,IF1112
20111130,20111201,20111202,IF1112
20111201,20111202,20111205,IF1112
20111202,20111205,20111206,IF1112
20111205,20111206,20111207,IF1112
20111206,20111207,20111208,IF1112
20111207,20111208,20111209,IF1112
20111208,20111209,20111212,IF1112
20111209,20111212,20111213,IF1112
20111212,20111213,20111214,IF1112
20111213,20111214,20111215,IF1112
20111214,20111215,20111216,IF1112
20111215,20111216,20111219,IF1201
20111216,20111219,20111220,IF1201
20111219,20111220,20111221,IF1201
20111220,20111221,20111222,IF1201
20111221,20111222,20111223,IF1201
20111222,20111223,20111226,IF1201
20111223,20111226,20111227,IF1201
20111226,20111227,20111228,IF1201
20111227,20111228,20111229,IF1201
20111228,20111229,20111230,IF1201
20111229,20111230,20120104,IF1201
20111230,20120104,20120105,IF1201
20120104,20120105,20120106,IF1201
20120105,20120106,20120109,IF1201
20120106,20120109,20120110,IF1201
20120109,20120110,20120111,IF1201
20120110,20120111,20120112,IF1201
20120111,20120112,20120113,IF1201
20120112,20120113,20120116,IF1201
20120113,20120116,20120117,IF1201
20120116,20120117,20120118,IF1202
20120117,20120118,20120119,IF1202
20120118,20120119,20120120,IF1202
20120119,20120120,20120130,IF1202
20120120,20120130,20120131,IF1202
20120130,20120131,20120201,IF1202
20120131,20120201,20120202,IF1202
20120201,20120202,20120203,IF1202
20120202,20120203,20120206,IF1202
20120203,20120206,20120207,IF1202
20120206,20120207,20120208,IF1202
20120207,20120208,20120209,IF1202
20120208,20120209,20120210,IF1202
20120209,20120210,20120213,IF1202
20120210,20120213,20120214,IF1202
20120213,20120214,20120215,IF1202
20120214,20120215,20120216,IF1202
20120215,20120216,20120217,IF1203
20120216,20120217,20120220,IF1203
20120217,20120220,20120221,IF1203
20120220,20120221,20120222,IF1203
20120221,20120222,20120223,IF1203
20120222,20120223,20120224,IF1203
20120223,20120224,20120227,IF1203
20120224,20120227,20120228,IF1203
20120227,20120228,20120229,IF1203
20120228,20120229,20120301,IF1203
20120229,20120301,20120302,IF1203
20120301,20120302,20120305,IF1203
20120302,20120305,20120306,IF1203
20120305,20120306,20120307,IF1203
20120306,20120307,20120308,IF1203
20120307,20120308,20120309,IF1203
20120308,20120309,20120312,IF1203
20120309,20120312,20120313,IF1203
20120312,20120313,20120314,IF1203
20120313,20120314,20120315,IF1203
20120314,20120315,20120316,IF1203
20120315,20120316,20120319,IF1204
20120316,20120319,20120320,IF1204
20120319,20120320,20120321,IF1204
20120320,20120321,20120322,IF1204
20120321,20120322,20120323,IF1204
20120322,20120323,20120326,IF1204
20120323,20120326,20120327,IF1204
20120326,20120327,20120328,IF1204
20120327,20120328,20120329,IF1204
20120328,20120329,20120330,IF1204
20120329,20120330,20120405,IF1204
20120330,20120405,20120406,IF1204
20120405,20120406,20120409,IF1204
20120406,20120409,20120410,IF1204
20120409,20120410,20120411,IF1204
20120410,20120411,20120412,IF1204
20120411,20120412,20120413,IF1204
20120412,20120413,20120416,IF1204
20120413,20120416,20120417,IF1204
20120416,20120417,20120418,IF1205
20120417,20120418,20120419,IF1205
20120418,20120419,20120420,IF1205
20120419,20120420,20120423,IF1205
20120420,20120423,20120424,IF1205
20120423,20120424,20120425,IF1205
20120424,20120425,20120426,IF1205
20120425,20120426,20120427,IF1205
20120426,20120427,20120502,IF1205
20120427,20120502,20120503,IF1205
20120502,20120503,20120504,IF1205
20120503,20120504,20120507,IF1205
20120504,20120507,20120508,IF1205
20120507,20120508,20120509,IF1205
20120508,20120509,20120510,IF1205
20120509,20120510,20120511,IF1205
20120510,20120511,20120514,IF1205
20120511,20120514,20120515,IF1205
20120514,20120515,20120516,IF1205
20120515,20120516,20120517,IF1206
20120516,20120517,20120518,IF1206
20120517,20120518,20120521,IF1206
20120518,20120521,20120522,IF1206
20120521,20120522,20120523,IF1206
20120522,20120523,20120524,IF1206
20120523,20120524,20120525,IF1206
20120524,20120525,20120528,IF1206
20120525,20120528,20120529,IF1206
20120528,20120529,20120530,IF1206
20120529,20120530,20120531,IF1206
20120530,20120531,20120601,IF1206
20120531,20120601,20120604,IF1206
20120601,20120604,20120605,IF1206
20120604,20120605,20120606,IF1206
20120605,20120606,20120607,IF1206
20120606,20120607,20120608,IF1206
20120607,20120608,20120611,IF1206
20120608,20120611,20120612,IF1206
20120611,20120612,20120613,IF1206
20120612,20120613,20120614,IF1206
20120613,20120614,20120615,IF1206
20120614,20120615,20120618,IF1206
20120615,20120618,20120619,IF1207
20120618,20120619,20120620,IF1207
20120619,20120620,20120621,IF1207
20120620,20120621,20120625,IF1207
20120621,20120625,20120626,IF1207
20120625,20120626,20120627,IF1207
20120626,20120627,20120628,IF1207
20120627,20120628,20120629,IF1207
20120628,20120629,20120702,IF1207
20120629,20120702,20120703,IF1207
20120702,20120703,20120704,IF1207
20120703,20120704,20120705,IF1207
20120704,20120705,20120706,IF1207
20120705,20120706,20120709,IF1207
20120706,20120709,20120710,IF1207
20120709,20120710,20120711,IF1207
20120710,20120711,20120712,IF1207
20120711,20120712,20120713,IF1207
20120712,20120713,20120716,IF1207
20120713,20120716,20120717,IF1207
20120716,20120717,20120718,IF1208
20120717,20120718,20120719,IF1208
20120718,20120719,20120720,IF1208
20120719,20120720,20120723,IF1208
20120720,20120723,20120724,IF1208
20120723,20120724,20120725,IF1208
20120724,20120725,20120726,IF1208
20120725,20120726,20120727,IF1208
20120726,20120727,20120730,IF1208
20120727,20120730,20120731,IF1208
20120730,20120731,20120801,IF1208
20120731,20120801,20120802,IF1208
20120801,20120802,20120803,IF1208
20120802,20120803,20120806,IF1208
20120803,20120806,20120807,IF1208
20120806,20120807,20120808,IF1208
20120807,20120808,20120809,IF1208
20120808,20120809,20120810,IF1208
20120809,20120810,20120813,IF1208
20120810,20120813,20120814,IF1208
20120813,20120814,20120815,IF1208
20120814,20120815,20120816,IF1208
20120815,20120816,20120817,IF1209
20120816,20120817,20120820,IF1209
20120817,20120820,20120821,IF1209
20120820,20120821,20120822,IF1209
20120821,20120822,20120823,IF1209
20120822,20120823,20120824,IF1209
20120823,20120824,20120827,IF1209
20120824,20120827,20120828,IF1209
20120827,20120828,20120829,IF1209
20120828,20120829,20120830,IF1209
20120829,20120830,20120831,IF1209
20120830,20120831,20120903,IF1209
20120831,20120903,20120904,IF1209
20120903,20120904,20120905,IF1209
20120904,20120905,20120906,IF1209
20120905,20120906,20120907,IF1209
20120906,20120907,20120910,IF1209
20120907,20120910,20120911,IF1209
20120910,20120911,20120912,IF1209
20120911,20120912,20120913,IF1209
20120912,20120913,20120914,IF1209
20120913,20120914,20120917,IF1209
20120914,20120917,20120918,IF1209
20120917,20120918,20120919,IF1210
20120918,20120919,20120920,IF1210
20120919,20120920,20120921,IF1210
20120920,20120921,20120924,IF1210
20120921,20120924,20120925,IF1210
20120924,20120925,20120926,IF1210
20120925,20120926,20120927,IF1210
20120926,20120927,20120928,IF1210
20120927,20120928,20121008,IF1210
20120928,20121008,20121009,IF1210
20121008,20121009,20121010,IF1210
20121009,20121010,20121011,IF1210
20121010,20121011,20121012,IF1210
20121011,20121012,20121015,IF1210
20121012,20121015,20121016,IF1210
20121015,20121016,20121017,IF1211
20121016,20121017,20121018,IF1211
20121017,20121018,20121019,IF1211
20121018,20121019,20121022,IF1211
20121019,20121022,20121023,IF1211
20121022,20121023,20121024,IF1211
20121023,20121024,20121025,IF1211
20121024,20121025,20121026,IF1211
20121025,20121026,20121029,IF1211
20121026,20121029,20121030,IF1211
20121029,20121030,20121031,IF1211
20121030,20121031,20121101,IF1211
20121031,20121101,20121102,IF1211
20121101,20121102,20121105,IF1211
20121102,20121105,20121106,IF1211
20121105,20121106,20121107,IF1211
20121106,20121107,20121108,IF1211
20121107,20121108,20121109,IF1211
20121108,20121109,20121112,IF1211
20121109,20121112,20121113,IF1211
20121112,20121113,20121114,IF1211
20121113,20121114,20121115,IF1211
20121114,20121115,20121116,IF1211
20121115,20121116,20121119,IF1212
20121116,20121119,20121120,IF1212
20121119,20121120,20121121,IF1212
20121120,20121121,20121122,IF1212
20121121,20121122,20121123,IF1212
20121122,20121123,20121126,IF1212
20121123,20121126,20121127,IF1212
20121126,20121127,20121128,IF1212
20121127,20121128,20121129,IF1212
20121128,20121129,20121130,IF1212
20121129,20121130,20121203,IF1212
20121130,20121203,20121204,IF1212
20121203,20121204,20121205,IF1212
20121204,20121205,20121206,IF1212
20121205,20121206,20121207,IF1212
20121206,20121207,20121210,IF1212
20121207,20121210,20121211,IF1212
20121210,20121211,20121212,IF1212
20121211,20121212,20121213,IF1212
20121212,20121213,20121214,IF1212
20121213,20121214,20121217,IF1212
20121214,20121217,20121218,IF1212
20121217,20121218,20121219,IF1301
20121218,20121219,20121220,IF1301
20121219,20121220,20121221,IF1301
20121220,20121221,20121224,IF1301
20121221,20121224,20121225,IF1301
20121224,20121225,20121226,IF1301
20121225,20121226,20121227,IF1301
20121226,20121227,20121228,IF1301
20121227,20121228,20121231,IF1301
20121228,20121231,20130104,IF1301
20121231,20130104,20130107,IF1301
20130104,20130107,20130108,IF1301
20130107,20130108,20130109,IF1301
20130108,20130109,20130110,IF1301
20130109,20130110,20130111,IF1301
20130110,20130111,20130114,IF1301
20130111,20130114,20130115,IF1301
20130114,20130115,20130116,IF1301
20130115,20130116,20130117,IF1302
20130116,20130117,20130118,IF1302
20130117,20130118,20130121,IF1302
20130118,20130121,20130122,IF1302
20130121,20130122,20130123,IF1302
20130122,20130123,20130124,IF1302
20130123,20130124,20130125,IF1302
20130124,20130125,20130128,IF1302
20130125,20130128,20130129,IF1302
20130128,20130129,20130130,IF1302
20130129,20130130,20130131,IF1302
20130130,20130131,20130201,IF1302
20130131,20130201,20130204,IF1302
20130201,20130204,20130205,IF1302
20130204,20130205,20130206,IF1302
20130205,20130206,20130207,IF1302
20130206,20130207,20130208,IF1302
20130207,20130208,20130218,IF1302
20130208,20130218,20130219,IF1302
20130218,20130219,20130220,IF1303
20130219,20130220,20130221,IF1303
20130220,20130221,20130222,IF1303
20130221,20130222,20130225,IF1303
20130222,20130225,20130226,IF1303
20130225,20130226,20130227,IF1303
20130226,20130227,20130228,IF1303
20130227,20130228,20130301,IF1303
20130228,20130301,20130304,IF1303
20130301,20130304,20130305,IF1303
20130304,20130305,20130306,IF1303
20130305,20130306,20130307,IF1303
20130306,20130307,20130308,IF1303
20130307,20130308,20130311,IF1303
20130308,20130311,20130312,IF1303
20130311,20130312,20130313,IF1303
20130312,20130313,20130314,IF1303
20130313,20130314,20130315,IF1303
20130314,20130315,20130318,IF1303
20130315,20130318,20130319,IF1304
20130318,20130319,20130320,IF1304
20130319,20130320,20130321,IF1304
20130320,20130321,20130322,IF1304
20130321,20130322,20130325,IF1304
20130322,20130325,20130326,IF1304
20130325,20130326,20130327,IF1304
20130326,20130327,20130328,IF1304
20130327,20130328,20130329,IF1304
20130328,20130329,20130401,IF1304
20130329,20130401,20130402,IF1304
20130401,20130402,20130403,IF1304
20130402,20130403,20130408,IF1304
20130403,20130408,20130409,IF1304
20130408,20130409,20130410,IF1304
20130409,20130410,20130411,IF1304
20130410,20130411,20130412,IF1304
20130411,20130412,20130415,IF1304
20130412,20130415,20130416,IF1304
20130415,20130416,20130417,IF1305
20130416,20130417,20130418,IF1305
20130417,20130418,20130419,IF1305
20130418,20130419,20130422,IF1305
20130419,20130422,20130423,IF1305
20130422,20130423,20130424,IF1305
20130423,20130424,20130425,IF1305
20130424,20130425,20130426,IF1305
20130425,20130426,20130502,IF1305
20130426,20130502,20130503,IF1305
20130502,20130503,20130506,IF1305
20130503,20130506,20130507,IF1305
20130506,20130507,20130508,IF1305
20130507,20130508,20130509,IF1305
20130508,20130509,20130510,IF1305
20130509,20130510,20130513,IF1305
20130510,20130513,20130514,IF1305
20130513,20130514,20130515,IF1305
20130514,20130515,20130516,IF1305
20130515,20130516,20130517,IF1306
20130516,20130517,20130520,IF1306
20130517,20130520,20130521,IF1306
20130520,20130521,20130522,IF1306
20130521,20130522,20130523,IF1306
20130522,20130523,20130524,IF1306
20130523,20130524,20130527,IF1306
20130524,20130527,20130528,IF1306
20130527,20130528,20130529,IF1306
20130528,20130529,20130530,IF1306
20130529,20130530,20130531,IF1306
20130530,20130531,20130603,IF1306
20130531,20130603,20130604,IF1306
20130603,20130604,20130605,IF1306
20130604,20130605,20130606,IF1306
20130605,20130606,20130607,IF1306
20130606,20130607,20130613,IF1306
20130607,20130613,20130614,IF1306
20130613,20130614,20130617,IF1306
20130614,20130617,20130618,IF1306
20130617,20130618,20130619,IF1307
20130618,20130619,20130620,IF1307
20130619,20130620,20130621,IF1307
20130620,20130621,20130624,IF1307
20130621,20130624,20130625,IF1307
20130624,20130625,20130626,IF1307
20130625,20130626,20130627,IF1307
20130626,20130627,20130628,IF1307
20130627,20130628,20130701,IF1307
20130628,20130701,20130702,IF1307
20130701,20130702,20130703,IF1307
20130702,20130703,20130704,IF1307
20130703,20130704,20130705,IF1307
20130704,20130705,20130708,IF1307
20130705,20130708,20130709,IF1307
20130708,20130709,20130710,IF1307
20130709,20130710,20130711,IF1307
20130710,20130711,20130712,IF1307
20130711,20130712,20130715,IF1307
20130712,20130715,20130716,IF1307
20130715,20130716,20130717,IF1308
20130716,20130717,20130718,IF1308
20130717,20130718,20130719,IF1308
20130718,20130719,20130722,IF1308
20130719,20130722,20130723,IF1308
20130722,20130723,20130724,IF1308
